Age,Gender,MaritalStatus,Education,EducationField,JobRole,Department,BusinessTravel,MonthlyIncome,DistanceFromHome,JobSatisfaction,JobInvolvement,RelationshipSatisfaction,PerformanceRating,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,Churn
38,Female,Single,Master,Life Sciences,Manufacturing Director,Research & Development,Travel_Frequently,5980,2,Low,Very High,Very High,Excellent,15,7,4,12,No
34,Female,Single,Master,Medical,Research Scientist,Research & Development,Travel_Rarely,4381,2,Low,Medium,High,Excellent,6,5,1,3,No
35,Female,Married,Master,Life Sciences,Sales Representative,Sales,Travel_Rarely,2572,8,Very High,High,Medium,Excellent,3,2,0,2,No
30,Male,Married,Bachelor,Life Sciences,Laboratory Technician,Research & Development,Travel_Rarely,3833,1,High,Low,High,Outstanding,2,2,0,2,No
40,Female,Married,College,Medical,Healthcare Representative,Research & Development,Travel_Frequently,4244,2,Medium,Very High,Very High,Outstanding,8,7,3,7,No
34,Female,Married,College,Life Sciences,Sales Executive,Sales,Travel_Rarely,6500,8,Low,High,Medium,Excellent,3,2,1,2,No
42,Male,Divorced,Bachelor,Life Sciences,Manager,Research & Development,Travel_Frequently,18430,8,Very High,High,Medium,Excellent,24,7,14,9,No
23,Male,Married,Bachelor,Life Sciences,Laboratory Technician,Research & Development,Travel_Rarely,1601,6,Low,Very High,High,Outstanding,0,0,0,0,Yes
24,Male,Divorced,Bachelor,Life Sciences,Laboratory Technician,Research & Development,Non-Travel,2694,9,Medium,Medium,High,Excellent,1,0,0,0,No
52,Female,Married,Master,Life Sciences,Laboratory Technician,Research & Development,Travel_Rarely,3149,11,High,High,Medium,Outstanding,5,2,1,4,No
50,Male,Married,Bachelor,Medical,Research Director,Research & Development,Travel_Rarely,17639,2,High,High,Very High,Excellent,4,3,0,3,No
29,Female,Married,College,Life Sciences,Laboratory Technician,Research & Development,Travel_Rarely,2319,1,Low,Medium,Very High,Excellent,1,0,0,0,Yes
33,Male,Married,Bachelor,Medical,Research Director,Research & Development,Travel_Rarely,11691,7,High,High,Very High,Excellent,13,9,3,7,No
33,Female,Single,Bachelor,Marketing,Sales Executive,Sales,Travel_Rarely,5324,16,Low,High,High,Excellent,3,2,0,2,Yes
47,Female,Married,College,Other,Manager,Research & Development,Travel_Rarely,16752,2,Very High,High,High,Excellent,26,14,3,0,No
36,Female,Married,Bachelor,Other,Manufacturing Director,Research & Development,Travel_Rarely,5228,1,Medium,High,Low,Excellent,9,7,0,5,No
29,Male,Married,College,Life Sciences,Research Scientist,Research & Development,Travel_Rarely,2700,23,High,Very High,High,Outstanding,10,7,0,7,No
58,Male,Single,Master,Life Sciences,Research Director,Research & Development,Travel_Rarely,19246,2,Medium,High,Very High,Excellent,31,15,13,8,Yes
35,Female,Single,Master,Life Sciences,Research Scientist,Research & Development,Travel_Rarely,2506,1,High,Very High,High,Excellent,2,2,2,2,No
42,Female,Married,College,Life Sciences,Manufacturing Director,Research & Development,Travel_Rarely,6062,1,Very High,Medium,Very High,Excellent,4,3,0,2,No
28,Male,Single,Master,Medical,Research Scientist,Research & Development,Travel_Rarely,4382,2,High,High,Very High,Excellent,2,2,2,1,Yes
36,Male,Married,Bachelor,Human Resources,Human Resources,Human Resources,Travel_Rarely,2143,13,Medium,High,Medium,Excellent,5,2,0,4,No
32,Female,Married,Bachelor,Life Sciences,Manufacturing Director,Research & Development,Travel_Rarely,6162,4,High,Medium,High,Excellent,14,13,6,8,No
40,Male,Single,Master,Medical,Laboratory Technician,Research & Development,Travel_Frequently,5094,16,High,Medium,Very High,Excellent,1,0,0,0,No
30,Female,Single,Bachelor,Medical,Manufacturing Director,Research & Development,Travel_Rarely,6877,2,Very High,Medium,Medium,Outstanding,0,0,0,0,No
45,Female,Single,Bachelor,Life Sciences,Research Scientist,Research & Development,Travel_Rarely,2274,2,High,Medium,Very High,Excellent,1,0,0,0,No
42,Male,Married,Bachelor,Life Sciences,Manufacturing Director,Research & Development,Travel_Rarely,4434,29,Medium,High,Very High,Excellent,9,8,7,8,No
38,Male,Divorced,Bachelor,Life Sciences,Healthcare Representative,Research & Development,Travel_Frequently,6288,12,Low,Medium,High,Excellent,4,3,1,2,No
34,Female,Single,Master,Life Sciences,Research Scientist,Research & Development,Travel_Frequently,2553,16,Very High,Medium,High,Excellent,5,2,1,3,No
49,Female,Married,Bachelor,Marketing,Sales Executive,Sales,Travel_Rarely,7654,11,Very High,High,Low,Excellent,9,8,7,7,Yes
55,Male,Single,Below College,Medical,Sales Executive,Sales,Travel_Rarely,5160,2,Very High,High,High,Excellent,9,7,7,3,Yes
43,Male,Married,College,Life Sciences,Research Director,Research & Development,Travel_Rarely,17159,14,Low,High,High,Outstanding,4,1,1,0,No
27,Male,Divorced,Below College,Technical Degree,Research Director,Research & Development,Travel_Rarely,12808,5,Very High,Medium,Medium,Excellent,9,8,0,8,No
35,Male,Single,Bachelor,Other,Manufacturing Director,Research & Development,Travel_Rarely,10221,7,High,High,Medium,Outstanding,8,5,1,6,No
28,Female,Married,Master,Marketing,Sales Executive,Sales,Travel_Rarely,4779,2,Medium,High,Low,Outstanding,8,7,7,5,No
34,Male,Married,College,Human Resources,Human Resources,Human Resources,Travel_Rarely,3737,3,Very High,High,High,Excellent,3,2,0,2,No
26,Female,Married,College,Medical,Research Scientist,Research & Development,Travel_Frequently,2366,5,High,Medium,Low,Excellent,8,7,1,7,Yes
27,Male,Married,Bachelor,Medical,Research Scientist,Research & Development,Non-Travel,1706,3,Very High,High,High,Excellent,0,0,0,0,No
51,Female,Married,Master,Marketing,Manager,Sales,Travel_Rarely,16307,26,High,High,High,Excellent,20,6,4,17,No
44,Male,Single,Bachelor,Medical,Healthcare Representative,Research & Development,Travel_Rarely,5933,4,Medium,High,Very High,Excellent,5,2,2,3,No
25,Male,Single,Below College,Medical,Research Scientist,Research & Development,Travel_Rarely,3424,2,Low,Very High,High,Excellent,4,3,0,1,No
33,Male,Divorced,Bachelor,Medical,Sales Executive,Sales,Travel_Rarely,4037,1,Low,Very High,Low,Outstanding,9,8,0,8,No
35,Female,Single,Below College,Medical,Research Scientist,Research & Development,Travel_Rarely,2559,27,Low,Medium,Very High,Excellent,6,5,1,1,No
36,Male,Married,College,Life Sciences,Sales Executive,Sales,Travel_Rarely,6201,1,Very High,High,Very High,Excellent,18,14,4,11,No
32,Male,Divorced,Master,Life Sciences,Sales Executive,Sales,Travel_Rarely,4403,13,Very High,High,High,Excellent,5,2,0,3,No
30,Male,Divorced,Master,Life Sciences,Research Scientist,Research & Development,Travel_Frequently,3761,5,Very High,Medium,Medium,Excellent,5,4,0,3,No
53,Female,Married,College,Marketing,Sales Executive,Sales,Travel_Rarely,10934,7,Very High,Medium,Very High,Excellent,5,2,0,4,No
45,Male,Divorced,Bachelor,Marketing,Sales Executive,Sales,Travel_Rarely,10761,9,Low,High,High,Excellent,5,4,0,2,No
32,Female,Married,College,Medical,Research Scientist,Research & Development,Travel_Rarely,5175,8,High,Very High,High,Excellent,5,3,1,3,No
52,Female,Married,Master,Medical,Manufacturing Director,Research & Development,Travel_Frequently,13826,25,Very High,Medium,High,Outstanding,9,8,0,0,No
37,Male,Divorced,Master,Marketing,Sales Executive,Sales,Travel_Rarely,6334,16,High,Medium,Very High,Excellent,1,0,0,0,No
28,Male,Divorced,College,Medical,Human Resources,Human Resources,Travel_Rarely,4936,8,Very High,Medium,Very High,Excellent,5,1,0,4,No
22,Male,Married,College,Life Sciences,Manufacturing Director,Research & Development,Travel_Rarely,4775,1,Very High,Medium,Low,Outstanding,2,2,2,2,No
44,Male,Married,Master,Life Sciences,Laboratory Technician,Research & Development,Travel_Rarely,2818,8,Very High,Very High,High,Outstanding,3,2,0,2,No
42,Male,Single,Below College,Medical,Research Scientist,Research & Development,Travel_Frequently,2515,2,Very High,High,Very High,Excellent,2,1,2,2,No
36,Male,Married,Bachelor,Life Sciences,Human Resources,Human Resources,Travel_Rarely,2342,8,Low,Medium,High,Outstanding,5,4,0,3,No
25,Male,Married,Below College,Other,Sales Executive,Sales,Travel_Rarely,4194,3,Low,High,Very High,Excellent,5,3,0,3,No
35,Female,Married,Bachelor,Life Sciences,Manufacturing Director,Research & Development,Travel_Rarely,10685,9,High,Medium,Medium,Outstanding,17,14,5,15,No
35,Female,Divorced,Master,Life Sciences,Research Scientist,Research & Development,Travel_Frequently,2022,25,Medium,High,Low,Excellent,10,2,7,8,Yes
32,Male,Divorced,Bachelor,Life Sciences,Laboratory Technician,Research & Development,Non-Travel,2314,1,Very High,High,Medium,Excellent,3,0,0,2,No
25,Male,Married,Below College,Marketing,Sales Executive,Sales,Travel_Rarely,4256,4,Low,Medium,Low,Excellent,5,2,0,3,No
49,Female,Married,Bachelor,Technical Degree,Research Scientist,Research & Development,Travel_Rarely,3580,1,Low,High,Medium,Excellent,4,2,0,2,No
24,Male,Married,Below College,Life Sciences,Laboratory Technician,Research & Development,Non-Travel,3162,4,Very High,Medium,Very High,Excellent,5,2,3,4,No
32,Male,Married,College,Life Sciences,Sales Executive,Sales,Travel_Frequently,6524,5,Medium,High,Very High,Excellent,10,8,5,3,No
38,Male,Married,Bachelor,Marketing,Sales Representative,Sales,Travel_Rarely,2899,9,Medium,Medium,Very High,Excellent,2,2,1,2,No
42,Female,Married,Bachelor,Life Sciences,Laboratory Technician,Research & Development,Travel_Rarely,5231,3,Very High,Very High,Medium,Excellent,5,3,1,3,No
31,Male,Married,Master,Life Sciences,Research Scientist,Research & Development,Travel_Rarely,2356,11,Very High,High,Medium,Excellent,6,4,0,2,No
29,Female,Divorced,Bachelor,Medical,Sales Representative,Sales,Travel_Rarely,2800,1,High,Medium,High,Excellent,3,2,0,2,Yes
53,Male,Married,Bachelor,Marketing,Sales Executive,Sales,Travel_Rarely,11836,8,Very High,High,High,Excellent,2,0,2,2,No
35,Male,Married,Bachelor,Technical Degree,Manufacturing Director,Research & Development,Travel_Rarely,10903,25,Medium,Medium,Low,Excellent,13,10,4,8,No
37,Female,Married,College,Medical,Sales Representative,Sales,Travel_Frequently,2973,21,Very High,High,Medium,Excellent,5,4,0,0,No
53,Female,Single,Master,Life Sciences,Research Director,Research & Development,Travel_Rarely,14275,23,Very High,High,High,Excellent,12,9,3,8,No
43,Female,Married,Bachelor,Life Sciences,Healthcare Representative,Research & Development,Travel_Frequently,5562,1,Very High,High,Medium,Excellent,5,2,2,2,No
47,Female,Married,College,Marketing,Sales Executive,Sales,Travel_Rarely,4537,2,Very High,High,Low,Outstanding,7,6,7,7,No
37,Male,Single,College,Medical,Sales Executive,Sales,Non-Travel,7642,19,Medium,High,Very High,Excellent,10,0,0,9,No
50,Male,Divorced,Master,Life Sciences,Manager,Research & Development,Non-Travel,17924,2,Low,High,Very High,Excellent,31,6,14,7,No
39,Female,Married,Bachelor,Life Sciences,Human Resources,Human Resources,Travel_Rarely,5204,2,Very High,Medium,High,Excellent,5,4,0,4,No
33,Male,Divorced,College,Human Resources,Human Resources,Human Resources,Travel_Rarely,2277,3,Medium,High,High,Excellent,4,3,0,3,No
32,Male,Single,Master,Life Sciences,Laboratory Technician,Research & Development,Travel_Rarely,2795,25,Very High,High,High,Outstanding,1,0,0,1,Yes
29,Female,Divorced,Below College,Medical,Laboratory Technician,Research & Development,Travel_Rarely,2532,7,Very High,Medium,High,Excellent,4,3,0,3,No
44,Male,Married,College,Life Sciences,Research Scientist,Research & Development,Travel_Rarely,2559,9,Low,High,Very High,Excellent,8,7,7,1,No
28,Male,Single,Master,Medical,Sales Executive,Sales,Travel_Rarely,4908,5,Very High,High,Medium,Excellent,4,2,0,2,No
58,Male,Divorced,Below College,Life Sciences,Laboratory Technician,Research & Development,Travel_Frequently,2380,2,Very High,Medium,Very High,Excellent,1,0,0,0,Yes
43,Female,Divorced,Bachelor,Life Sciences,Manufacturing Director,Research & Development,Travel_Rarely,4765,8,Medium,High,High,Outstanding,1,0,0,0,No
20,Female,Single,Bachelor,Medical,Sales Representative,Sales,Travel_Rarely,2044,2,High,Medium,Very High,Excellent,2,2,0,2,Yes
21,Female,Single,Below College,Other,Research Scientist,Research & Development,Travel_Rarely,2693,18,Very High,High,Low,Excellent,1,0,0,0,Yes
36,Male,Married,Below College,Life Sciences,Healthcare Representative,Research & Development,Travel_Rarely,6586,14,Very High,High,Low,Excellent,16,8,4,11,No
47,Female,Single,Master,Life Sciences,Sales Representative,Sales,Travel_Rarely,3294,2,Very High,Medium,Low,Excellent,3,2,1,2,No
22,Female,Married,Below College,Life Sciences,Manufacturing Director,Research & Development,Travel_Rarely,4171,3,High,High,Low,Excellent,3,2,0,2,Yes
41,Female,Divorced,Master,Life Sciences,Laboratory Technician,Research & Development,Travel_Rarely,2778,2,Very High,Low,High,Excellent,7,7,1,0,Yes
28,Female,Divorced,Bachelor,Medical,Research Scientist,Research & Development,Travel_Rarely,2377,9,High,High,Medium,Excellent,2,2,2,2,No
39,Male,Married,Bachelor,Medical,Laboratory Technician,Research & Development,Travel_Rarely,2404,6,Low,High,Very High,Outstanding,2,2,2,2,Yes
27,Female,Single,Bachelor,Life Sciences,Research Scientist,Research & Development,Travel_Rarely,2318,4,High,High,High,Excellent,1,1,0,0,No
34,Male,Divorced,Bachelor,Life Sciences,Laboratory Technician,Research & Development,Travel_Rarely,2008,10,Medium,High,Medium,Excellent,1,0,1,0,No
42,Female,Single,College,Medical,Sales Executive,Sales,Travel_Rarely,6244,14,High,Medium,Low,Excellent,5,4,0,3,No
33,Male,Single,Master,Other,Research Scientist,Research & Development,Travel_Rarely,2799,1,Low,Medium,Medium,Excellent,3,2,0,2,No
58,Female,Divorced,Bachelor,Technical Degree,Healthcare Representative,Research & Development,Travel_Rarely,10552,5,Medium,Medium,Very High,Excellent,6,0,0,4,No
31,Male,Married,Master,Life Sciences,Sales Representative,Sales,Travel_Rarely,2329,7,High,Medium,Medium,Excellent,7,7,5,2,No
35,Female,Married,Below College,Life Sciences,Healthcare Representative,Research & Development,Travel_Rarely,4014,21,Very High,High,Very High,Outstanding,10,6,0,7,No
49,Female,Married,College,Other,Laboratory Technician,Research & Development,Travel_Rarely,7403,8,Medium,High,High,Excellent,26,9,1,7,No
48,Male,Married,Master,Medical,Research Scientist,Research & Development,Travel_Rarely,2259,20,High,High,Low,Excellent,0,0,0,0,No
31,Female,Married,College,Marketing,Sales Executive,Sales,Non-Travel,6932,20,High,High,Very High,Excellent,9,8,0,0,No
36,Male,Single,Master,Other,Research Scientist,Research & Development,Travel_Rarely,4678,7,Very High,High,High,Excellent,6,2,0,1,No
38,Female,Married,Bachelor,Technical Degree,Research Director,Research & Development,Travel_Rarely,13582,1,Low,High,Medium,Excellent,15,12,5,11,No
32,Female,Married,Bachelor,Life Sciences,Laboratory Technician,Research & Development,Non-Travel,2332,1,Medium,Medium,High,Outstanding,3,0,0,2,No
25,Male,Married,College,Marketing,Sales Representative,Sales,Travel_Rarely,2413,19,Medium,Medium,High,Excellent,1,0,0,0,Yes
40,Male,Divorced,Master,Marketing,Sales Executive,Sales,Travel_Rarely,9705,10,Medium,Medium,Medium,Excellent,1,0,0,0,No
26,Male,Single,Bachelor,Medical,Sales Executive,Sales,Travel_Frequently,4294,1,Low,Medium,Medium,Excellent,7,7,0,7,No
41,Male,Single,Bachelor,Medical,Laboratory Technician,Research & Development,Travel_Rarely,4721,6,Low,High,High,Excellent,18,13,2,17,No
36,Male,Single,Master,Medical,Laboratory Technician,Research & Development,Travel_Rarely,2519,2,High,High,High,Outstanding,11,8,3,9,No
19,Male,Single,Bachelor,Other,Sales Representative,Sales,Travel_Rarely,2121,21,Medium,Medium,Medium,Excellent,1,0,0,0,Yes
20,Male,Single,Bachelor,Technical Degree,Laboratory Technician,Research & Development,Travel_Rarely,2973,4,Low,High,Medium,Excellent,1,0,0,0,Yes
31,Female,Married,Bachelor,Medical,Healthcare Representative,Research & Development,Travel_Rarely,5855,12,Very High,High,High,Excellent,9,7,8,5,No
40,Male,Divorced,Master,Medical,Research Scientist,Research & Development,Travel_Frequently,3617,9,Medium,High,Very High,Excellent,1,1,0,0,No
32,Female,Married,Master,Medical,Manufacturing Director,Research & Development,Travel_Rarely,6725,3,Low,High,High,Excellent,8,7,6,3,No
36,Male,Married,Below College,Life Sciences,Sales Executive,Sales,Travel_Rarely,10325,3,Very High,Medium,Low,Excellent,16,7,3,7,Yes
33,Female,Single,Bachelor,Life Sciences,Healthcare Representative,Research & Development,Travel_Rarely,6949,1,Very High,Medium,Low,Excellent,5,0,1,4,No
37,Male,Married,Master,Life Sciences,Sales Executive,Sales,Travel_Rarely,10609,1,High,Medium,High,Excellent,14,1,11,7,Yes
45,Male,Married,College,Life Sciences,Laboratory Technician,Research & Development,Non-Travel,4447,4,Medium,High,Medium,Excellent,9,7,0,8,No
29,Female,Married,Bachelor,Technical Degree,Sales Representative,Sales,Travel_Frequently,2157,20,Very High,High,Medium,Excellent,3,1,0,2,No
35,Female,Married,Bachelor,Medical,Sales Executive,Sales,Travel_Rarely,4601,18,High,High,Medium,Excellent,5,2,1,0,No
52,Male,Married,College,Life Sciences,Manager,Research & Development,Travel_Rarely,17099,1,Very High,High,Medium,Excellent,9,8,7,8,No
58,Male,Single,Bachelor,Technical Degree,Research Scientist,Research & Development,Travel_Rarely,2479,2,High,High,Low,Outstanding,1,0,0,0,Yes
53,Male,Divorced,College,Medical,Manager,Sales,Travel_Rarely,14852,2,High,High,High,Excellent,17,13,15,2,No
30,Male,Divorced,College,Other,Sales Executive,Sales,Travel_Rarely,7264,8,High,High,Low,Excellent,8,4,7,7,No
38,Female,Single,Bachelor,Technical Degree,Sales Executive,Sales,Non-Travel,5666,10,Very High,High,Medium,Excellent,5,3,1,3,No
35,Male,Divorced,Master,Life Sciences,Sales Executive,Sales,Travel_Rarely,7823,3,Very High,High,Medium,Excellent,10,9,0,8,No
39,Male,Single,Doctor,Life Sciences,Sales Executive,Sales,Travel_Rarely,7880,2,High,Very High,Very High,Excellent,8,7,0,7,No
40,Female,Single,Bachelor,Life Sciences,Sales Executive,Sales,Non-Travel,13194,24,Medium,Very High,Very High,Excellent,1,0,0,0,Yes
47,Male,Divorced,Master,Medical,Manufacturing Director,Research & Development,Travel_Frequently,5067,16,High,Very High,High,Excellent,19,10,2,7,No
